road_id,start_x,start_y,end_x,end_y,capacity,road_type,zone
road_0,27.777708653188892,89.35256536604442,67.08951486619449,7.465455475371218,1505,local,west
road_1,98.13223871936093,0.5426047093853636,60.85793178804941,15.142212888600248,1577,arterial,west
road_2,73.97493813469463,49.35568460168703,53.777719457981156,5.12984591796709,912,local,west
road_3,46.043050229261084,11.65026721110266,31.51862124939614,24.442519509514792,1027,local,central
road_4,21.26768300310745,22.931811600735607,12.518987789604196,54.181821657388255,1017,arterial,north
road_5,74.74387145656574,27.16275376585212,60.21321489878919,53.34559793244571,1008,arterial,south
road_6,33.350488669794366,21.82412454937267,63.12474010947131,29.206163258382034,1836,collector,south
road_7,37.44101745697985,57.734495917899444,44.93604523763457,47.711921678306105,1346,collector,north
road_8,23.148391549811,94.9498100938073,16.374926914421895,24.569600463203233,893,local,north
road_9,36.763751707762104,2.5579889162363645,13.979771880593027,78.88997294157018,1968,local,south
road_10,34.67170791087207,15.18201520924698,17.224550560730666,78.2702808518233,1198,local,south
road_11,68.76591125122441,7.443709122249976,60.85549047468211,55.54817779577076,1238,collector,south
road_12,62.39938589147569,2.980903852165051,5.638210607130123,80.9425733804444,1150,collector,north
road_13,20.682977907433163,73.90364614723826,58.98913616836731,48.49887198558698,680,local,central
road_14,44.123650137882166,21.50825911151346,90.88509896763006,76.74694211814243,891,local,south
road_15,26.033545679910286,41.216008421195426,99.62184107870239,88.79595735878043,594,collector,east
road_16,98.24144346419097,46.741244576605645,68.60095593178114,21.09566414422439,536,local,south
road_17,68.15041728162238,82.58405043266266,97.79454995051813,75.33075843395305,1197,collector,central
road_18,50.49140176932772,59.71251487728003,16.620390537471863,77.23119900050432,1898,arterial,north
road_19,77.42405910357492,74.09958026057251,11.218350463368399,53.21496458033624,665,arterial,south
road_20,56.38826963501208,24.44201901684956,40.90247696091345,20.951041375422708,1623,local,central
road_21,0.7535780876183451,3.9738949915193333,98.86220283445401,37.623294880639065,1870,arterial,north
road_22,94.48053096428552,80.0942155941598,80.18140235019966,72.86293330906834,1636,local,west
road_23,73.37183959920003,62.856933590800836,40.993132051368164,36.39348905011066,595,collector,central
road_24,36.6767931800008,62.09887407452557,78.26660220809892,14.629120049829503,1659,local,east
road_25,22.166562446532,86.05606684429115,5.816375503005988,60.22444852786922,660,collector,west
road_26,41.25286732630526,6.002420019630006,87.92422763556469,49.33153679158987,1957,collector,west
road_27,60.28397272064655,45.248673621702636,64.30354907504233,64.07720849578759,903,local,south
road_28,15.374575956997772,82.70642939249727,35.92846714127502,76.27591948084154,1949,local,south
road_29,16.569115391909772,85.44890595474779,47.06139449742051,2.7139950374023836,1337,arterial,north
road_30,97.91491467534105,46.13166565659254,3.60910983243814,35.78862805335886,1090,arterial,north
road_31,2.6526663016302243,41.27593653869657,65.00755636941442,61.67050537849583,1938,arterial,west
road_32,15.753885372302634,86.68973757036954,74.77809006390194,94.13384692847484,1596,arterial,west
road_33,47.15824618215429,34.30106444433978,77.48612598637675,18.52781809857379,1124,collector,south
road_34,90.48313489301417,39.61627319545279,6.1331773436046895,52.34559855079084,1978,collector,west
road_35,6.2036571355043035,5.603239469781752,73.42132513124852,22.711146768137304,1491,collector,east
road_36,42.635400747959395,69.08083674213077,6.896650092837698,59.249400238894076,630,arterial,east
road_37,77.239027995308,31.258264534026214,20.15192322840551,63.954212374432515,1042,arterial,central
road_38,73.99927807165075,68.09258916206896,20.069443235191375,82.8256570847653,875,arterial,south
road_39,11.467378744076695,35.015979870577006,37.80628167954659,35.46903481825156,1674,local,east
road_40,63.607353543174305,35.74921606849896,89.04752667937369,30.346956944341574,748,arterial,central
road_41,50.37874866175902,53.16114597998772,75.19505675142815,51.87554303400491,878,arterial,central
road_42,9.665974012406064,9.97045943641176,83.00903833017072,58.431637244806886,596,local,central
road_43,6.9281383228258715,53.29551616336487,73.08782525114212,46.79048244567808,1943,local,east
road_44,16.57956451377093,99.89252776092137,72.58546121800087,8.792953536057658,1245,arterial,north
road_45,17.758975675327303,25.211715313790485,59.76576222806399,69.49979863347956,1884,local,east
road_46,73.05867347049322,75.07998539970114,77.28921111769097,79.47610474309937,1850,collector,south
road_47,76.61812014022554,83.75703485384443,44.788258218672716,89.72427970888772,648,local,west
road_48,18.910823340719073,16.463902001000108,79.5273983304658,24.798181075681537,1839,collector,central
road_49,15.741550217369793,23.698870948218666,14.02543903179171,73.92911621148771,1963,collector,east
road_50,88.95372864455425,57.401776449827594,85.37104679481868,71.08557260040551,1836,collector,south
road_51,97.08586965134256,35.94195538418777,52.81930004537341,25.692608163274635,1648,collector,central
road_52,72.14213080233687,43.73289844072465,17.179924148389823,49.45224804842727,942,local,north
road_53,96.81564753892673,62.30680234207775,83.58291681134965,79.15632874099752,833,local,east
road_54,53.5125946485759,12.359688972847593,84.39316716632746,18.310858902217564,573,collector,east
road_55,66.17993963601911,30.941784909288682,17.007030908725795,27.711592337561985,1163,arterial,central
road_56,57.837253319126106,6.463177235321204,61.889129503614626,88.86868136244262,536,collector,west
road_57,55.866651625823685,47.85230216612689,29.326362205166625,98.33973537414423,568,arterial,south
